Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
153,,Dunzo,4122010508,0,01/07/2022,720,,The Theatre American Style Cream & Onion Chops,44.66,6.0%,2.67,6.0%,2.67,-,-,-,-,-,-,27,PC,1,50.0,Cash
154,,,4122010509,0,01/07/2022,70,0210,Mogu Mogu Lychee Juice Drink 300ml,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
155,,Dunzo,4122010510,0,01/07/2022,255,,Shreenath curled parsley,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
156,,Dunzo,4122010510,0,01/07/2022,255,,Shreenath Mushrooms  ,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
157,,Dunzo,4122010510,0,01/07/2022,255,210120,Eco Valley Pure Organic Green Tea 25 Bags,175,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,175.0,Cash
158,,,4122010511,0,01/07/2022,20,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
159,,,4122010512,0,01/07/2022,65,,Shreenath Iceberg Lettuce ,65,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,65.0,Cash
160,,,4122010513,0,01/07/2022,190,,Fanta Strawberi,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,120.0,Cash
161,,,4122010513,0,01/07/2022,190,0402,Sofit Vanilla soya milk 200Ml,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,2,35.0,Cash
162,,,4122010514,0,01/07/2022,698,,Maagic Pops,10,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,10.0,Cash
163,,,4122010514,0,01/07/2022,698,,shin ramyun,129,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,129.0,Cash
164,,,4122010514,0,01/07/2022,698,1902,Nongshim Ramyun Shin Soup Noodle,97.34,6.0%,5.83,6.0%,5.83,-,-,-,-,-,-,27,PC,1,109.0,Cash
165,,,4122010514,0,01/07/2022,698,19023,Samyang Hot Chicken Ramen Stew Type 145 Gm,232.16,6.0%,13.92,6.0%,13.92,-,-,-,-,-,-,27,PC,2,130.0,Cash
166,,,4122010514,0,01/07/2022,698,,Zazzy,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,35.0,Cash
167,,,4122010514,0,01/07/2022,698,,Dilly Wafer Roll,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
168,,,4122010514,0,01/07/2022,698,,Ice pops,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
169,,,4122010514,0,01/07/2022,698,,Big Babol Tutti Frutti,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
170,,,4122010515,0,01/07/2022,109,,Sweet Pitato,45,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,45.0,Cash
171,,,4122010515,0,01/07/2022,109,,Ladyfinger,18,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,18.0,Cash
172,,,4122010515,0,01/07/2022,109,,Tomato,46,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,46.0,Cash
173,,Dunzo,4122010516,0,01/07/2022,102,,D.M.Multigrain bread,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
174,,Dunzo,4122010516,0,01/07/2022,102,0405,Amul Pasteurised Butter 100 And,46.44,6.0%,2.78,6.0%,2.78,-,-,-,-,-,-,27,PC,1,52.0,Cash
175,,,4122010517,0,01/07/2022,227,7606,Fresh Wrapp Super Aluminium Foil18Mts,77.98,9.0%,7.01,9.0%,7.01,-,-,-,-,-,-,27,PC,1,92.0,Cash
176,,,4122010517,0,01/07/2022,227,,dilly,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
177,,,4122010517,0,01/07/2022,227,,Dilly Vanilla,45,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,45.0,Cash
178,,,4122010517,0,01/07/2022,227,,Dilly Wafer Roll,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
179,,,4122010518,0,01/07/2022,450,9609,Gubb Nail Cutter,148.32,9.0%,13.34,9.0%,13.34,-,-,-,-,-,-,27,PC,1,175.0,Cash
180,,,4122010518,0,01/07/2022,450,,Rite Bite Fruet & Nut bar 50gm,55.1,9.0%,4.95,9.0%,4.95,-,-,-,-,-,-,27,PC,1,65.0,Cash
181,,,4122010518,0,01/07/2022,450,,Dilly Vanilla,90,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,45.0,Cash
182,,,4122010518,0,01/07/2022,450,,Dilly Wafer Roll,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,60.0,Cash
183,,,4122010519,0,01/07/2022,210,1509,Pietro Coricelli [Extvrgn]  100 Ml Glbot Extra Virgin Oil,200,2.5%,5,2.5%,5,-,-,-,-,-,-,27,PC,1,210.0,Cash
184,,,4122010520,0,01/07/2022,1228,,Flake Dip,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,100.0,Cash
185,,,4122010520,0,01/07/2022,1228,,Nongshim Red Super Spicy 120 Gm,194.66,6.0%,11.67,6.0%,11.67,-,-,-,-,-,-,27,PC,2,109.0,Cash
186,,,4122010520,0,01/07/2022,1228,9609, Meatzza Chicken Sausages 1kg,723.22,6.0%,43.39,6.0%,43.39,-,-,-,-,-,-,27,PC,2,405.0,Cash
187,,,4122010520,0,01/07/2022,1228,19053100,Meiji Yan Yan Vanilla 57 gm,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
188,,,4122010521,0,01/07/2022,1039,1905,Burger Bun,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,20.0,Cash
189,,,4122010521,0,01/07/2022,1039,,Shreenath Iceberg Lettuce ,65,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,65.0,Cash
190,,,4122010521,0,01/07/2022,1039,1902,Nissin Cup Noodles Veggi Manchow 70G,89.3,6.0%,5.35,6.0%,5.35,-,-,-,-,-,-,27,PC,2,50.0,Cash
191,,,4122010521,0,01/07/2022,1039,,Kellogg's No Added Sugar Muesli,345,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,345.0,Cash
192,,,4122010521,0,01/07/2022,1039,210690,Sumeru Veg Spring Rolls,106.26,6.0%,6.37,6.0%,6.37,-,-,-,-,-,-,27,PC,1,119.0,Cash
193,,,4122010521,0,01/07/2022,1039,0710,Mccain Veggie Burger Patty 360Gms,116.08,6.0%,6.96,6.0%,6.96,-,-,-,-,-,-,27,PC,1,130.0,Cash
194,,,4122010521,0,01/07/2022,1039,0710,Mccain Allo Tikki 400Gms,102.68,6.0%,6.16,6.0%,6.16,-,-,-,-,-,-,27,PC,1,115.0,Cash
195,,,4122010521,0,01/07/2022,1039,2106,Mccain Masala - Fries 400 Gm,111.62,6.0%,6.69,6.0%,6.69,-,-,-,-,-,-,27,PC,1,125.0,Cash
196,,,4122010522,0,01/07/2022,80,,"Hershey""S Kisses Milk Chocolate 36gm",42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
197,,,4122010522,0,01/07/2022,80,,Ever green Snacks,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
198,,,4122010523,0,01/07/2022,2974,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
199,,,4122010523,0,01/07/2022,2974,,Doritos Imported,600,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,600.0,Cash
200,,,4122010523,0,01/07/2022,2974,1902,Koka Oriental Instant Noodles - Lobster Flavour 85 Gm Pouch,47.62,2.5%,1.19,2.5%,1.19,-,-,-,-,-,-,27,PC,1,50.0,Cash
201,,,4122010523,0,01/07/2022,2974,,Koka ,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,50.0,Cash
202,,,4122010523,0,01/07/2022,2974,1902,Koka Chicken Flavor Instant Noodles 85G,178.58,6.0%,10.71,6.0%,10.71,-,-,-,-,-,-,27,PC,4,50.0,Cash
203,,,4122010523,0,01/07/2022,2974,1902,Koka Curry Noodles 85 Gms,44.66,6.0%,2.67,6.0%,2.67,-,-,-,-,-,-,27,PC,1,50.0,Cash
204,,,4122010523,0,01/07/2022,2974,1902,Koka Original Stir Fried Noodles 85Gm,89.3,6.0%,5.35,6.0%,5.35,-,-,-,-,-,-,27,PC,2,50.0,Cash
205,,,4122010523,0,01/07/2022,2974,1902,Koka Chicken Satay Noodles 85Gm,89.3,6.0%,5.35,6.0%,5.35,-,-,-,-,-,-,27,PC,2,50.0,Cash
206,,,4122010523,0,01/07/2022,2974,2104,Chings Secret Instant Soup Mix Veg 15G,8.48,9.0%,0.76,9.0%,0.76,-,-,-,-,-,-,27,PC,1,10.0,Cash
207,,,4122010523,0,01/07/2022,2974,,PREMIER  FRESH FROZEN,600,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,600.0,Cash
208,,,4122010523,0,01/07/2022,2974,220210,Fanta 750Ml,33.9,9.0%,3.05,9.0%,3.05,-,-,-,-,-,-,27,PC,1,40.0,Cash
209,,,4122010523,0,01/07/2022,2974,220210,Sprite Soft Drink Bt 750Ml,28.6,14.0%,3.99,14.0%,3.99,-,-,12.0%,3.42,-,-,27,PC,1,40.0,Cash
210,,,4122010523,0,01/07/2022,2974,0205,Yummiez Chicken Pepper Salami250G,133.94,6.0%,8.03,6.0%,8.03,-,-,-,-,-,-,27,PC,1,150.0,Cash
211,,,4122010523,0,01/07/2022,2974,0205,Yummiez Cheese&Onion Chickn Sausage 250G,156.26,6.0%,9.37,6.0%,9.37,-,-,-,-,-,-,27,PC,1,175.0,Cash
212,,,4122010523,0,01/07/2022,2974,0710,Mccain Allo Tikki 400Gms,102.68,6.0%,6.16,6.0%,6.16,-,-,-,-,-,-,27,PC,1,115.0,Cash
213,,,4122010523,0,01/07/2022,2974,1905,Fiesta Chocolate Roll,75,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,75.0,Cash
214,,,4122010523,0,01/07/2022,2974,2103,WG Mayo Italian Herb 130 gm,106.26,6.0%,6.37,6.0%,6.37,-,-,-,-,-,-,27,PC,1,119.0,Cash
215,,,4122010523,0,01/07/2022,2974,2104,Keya Sweet Corn Vegetable Soup 14 Gm Pouch,25.44,9.0%,2.28,9.0%,2.28,-,-,-,-,-,-,27,PC,2,15.0,Cash
216,,,4122010523,0,01/07/2022,2974,2103,Veeba Sweet Onion Saucs,138.4,6.0%,8.3,6.0%,8.3,-,-,-,-,-,-,27,PC,1,155.0,Cash
217,,,4122010523,0,01/07/2022,2974,,Habanero Tortilla Wraps,175,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,175.0,Cash
218,,,4122010523,0,01/07/2022,2974,,Dilly Wafer Roll,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
219,,,4122010524,0,01/07/2022,944,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
220,,,4122010524,0,01/07/2022,944,,dairy milk fruit & nut,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,100.0,Cash
221,,,4122010524,0,01/07/2022,944,,Kitkat,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,70.0,Cash
222,,,4122010524,0,01/07/2022,944,,Campfire Marshmallow,130,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,130.0,Cash
223,,,4122010524,0,01/07/2022,944,,Hersheys chocolate milk shake,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,2,35.0,Cash
224,,,4122010524,0,01/07/2022,944,,Hershey s Milk shake vanilla,35,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,35.0,Cash
225,,,4122010524,0,01/07/2022,944,1806,Amul Mystic Mocha  Chocolate 150Gms,105.94,9.0%,9.53,9.0%,9.53,-,-,-,-,-,-,27,PC,1,125.0,Cash
226,,,4122010524,0,01/07/2022,944,10200673,Snikers Almond's,42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
227,,,4122010524,0,01/07/2022,944,,Gubb Coton Buds,59,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,59.0,Cash
228,,,4122010524,0,01/07/2022,944,210690,Salsalito Tortilla Chips Chilli 50 G,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
229,,,4122010524,0,01/07/2022,944,1905,Fiesta Dutch Chocolate Roll,67.8,9.0%,6.1,9.0%,6.1,-,-,-,-,-,-,27,PC,1,80.0,Cash
230,,,4122010524,0,01/07/2022,944,,Fiesta Vanilla Cream Roll,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
231,,,4122010524,0,01/07/2022,944,1806,Cocoaland Chocopie 150 Gms,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,1,100.0,Cash
232,,,4122010525,0,01/07/2022,155,,Kinder Bueno,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,120.0,Cash
233,,,4122010525,0,01/07/2022,155,,Hersheys Cookies & Cream ,35,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,35.0,Cash
234,,,4122010526,0,01/07/2022,110,,Aamras,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
235,,,4122010526,0,01/07/2022,110,,K.W  Magnum Chocolate Truffle  80ml ,67.8,9.0%,6.1,9.0%,6.1,-,-,-,-,-,-,27,PC,1,80.0,Cash
236,,,4122010527,0,01/07/2022,548,,Monster Mango,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
237,,,4122010527,0,01/07/2022,548,,monster,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
238,,,4122010527,0,01/07/2022,548,17049090,Zour Bomb Lemon 110 gm,66.98,6.0%,4.01,6.0%,4.01,-,-,-,-,-,-,27,PC,1,75.0,Cash
239,,,4122010527,0,01/07/2022,548,17049090,Zour Bomb Cola 110 gm,66.98,6.0%,4.01,6.0%,4.01,-,-,-,-,-,-,27,PC,1,75.0,Cash
240,,,4122010528,0,01/07/2022,368,1902,Chings Secret Hakka Veg Noodles 150 Gms,133.94,6.0%,8.03,6.0%,8.03,-,-,-,-,-,-,27,PC,5,30.0,Cash
241,,,4122010528,0,01/07/2022,368,2103,Chings Dark Soya Sauce 90Gm Pouch,17.86,6.0%,1.07,6.0%,1.07,-,-,-,-,-,-,27,PC,1,20.0,Cash
242,,,4122010528,0,01/07/2022,368,2103,Keya Italian Pizza Origano 80 Gm,97.34,6.0%,5.83,6.0%,5.83,-,-,-,-,-,-,27,PC,1,109.0,Cash
243,,,4122010528,0,01/07/2022,368,,Veeba Eggless Mayonnaise 250 gm,79.48,6.0%,4.76,6.0%,4.76,-,-,-,-,-,-,27,PC,1,89.0,Cash
244,,,4122010529,0,01/07/2022,25,,Shreenath Peeled Garlic,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
245,,,4122010530,0,01/07/2022,890,1905,Pizza Base Small,42.86,2.5%,1.07,2.5%,1.07,-,-,-,-,-,-,27,PC,1,45.0,Cash
246,,,4122010530,0,01/07/2022,890,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
247,,,4122010530,0,01/07/2022,890,2209,Fruitella Strawberry,53.58,6.0%,3.21,6.0%,3.21,-,-,-,-,-,-,27,PC,1,60.0,Cash
248,,,4122010530,0,01/07/2022,890,,kerla tapicoa,65,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,65.0,Cash
249,,,4122010530,0,01/07/2022,890,220210,Sprite Fridge Pack 1 25L Pack Of 2,46.45,14.0%,6.49,14.0%,6.49,-,-,12.0%,5.57,-,-,27,PC,1,65.0,Cash
250,,,4122010530,0,01/07/2022,890,1006,Pro Nature Organic Beaten Rice  500G,70,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,35.0,Cash
251,,,4122010530,0,01/07/2022,890,0710,Mccain Tandoori Vege Nuggets 325 Gms,116.08,6.0%,6.96,6.0%,6.96,-,-,-,-,-,-,27,PC,1,130.0,Cash
252,,,4122010530,0,01/07/2022,890,10189094,Doublemint Lemon Flavour,44.66,6.0%,2.67,6.0%,2.67,-,-,-,-,-,-,27,PC,1,50.0,Cash
253,,,4122010530,0,01/07/2022,890,,Ever green Snacks,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
254,,,4122010530,0,01/07/2022,890,1905,Fiesta Choco Muffins 6Nos,42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
255,,,4122010530,0,01/07/2022,890,0403,Epigamia Greek Yogurt Wild Raspberry 90G,95.24,2.5%,2.38,2.5%,2.38,-,-,-,-,-,-,27,PC,2,50.0,Cash
256,,,4122010530,0,01/07/2022,890,,Epigamia Rose Lychee Greek Yogurt 90gm,52.4,2.5%,1.3,2.5%,1.3,-,-,-,-,-,-,27,PC,1,55.0,Cash
257,,,4122010530,0,01/07/2022,890,04031000,Epigamia Artisannal Mishti Doi 85gm,57.16,2.5%,1.42,2.5%,1.42,-,-,-,-,-,-,27,PC,2,30.0,Cash
258,,,4122010530,0,01/07/2022,890,,Lite N Fit Chieese  Ball,47.62,2.5%,1.19,2.5%,1.19,-,-,-,-,-,-,27,PC,1,50.0,Cash
259,,,4122010530,0,01/07/2022,890,,Texass,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
260,,,4122010531,0,01/07/2022,140,,Hersheys Cookes 'N' Creme 100gm,118.66,9.0%,10.67,9.0%,10.67,-,-,-,-,-,-,27,PC,1,140.0,Cash
261,,,4122010532,0,01/07/2022,350,,Prasuma Momos Spicy chiken,263.4,6.0%,15.8,6.0%,15.8,-,-,-,-,-,-,27,PC,1,295.0,Cash
262,,,4122010532,0,01/07/2022,350,22029030,Paper Boat Jamun Kala Khatta Drink 250Ml,49.12,6.0%,2.94,6.0%,2.94,-,-,-,-,-,-,27,PC,1,55.0,Cash
263,,Dunzo,4122010533,0,01/07/2022,81,,dough magic multigrian ladi pav,81,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,3,27.0,Cash
264,,Dunzo,4122010534,0,01/07/2022,550,2009,Zorabian Chicken Precut 900gm,295,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,295.0,Cash
265,,Dunzo,4122010534,0,01/07/2022,550,2103,Zorabian Drumsticks Skinless 500gm,255,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,255.0,Cash
266,,,4122010535,0,01/07/2022,49,,Nissin Hot n Spicy Korean Veg,49,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,49.0,Cash
267,,Dunzo,4122010536,0,01/07/2022,440,0802,Rostaa Peanut Butter,160.72,6.0%,9.64,6.0%,9.64,-,-,-,-,-,-,27,PC,1,180.0,Cash
268,,Dunzo,4122010536,0,01/07/2022,440,,Samvang Hot Chicken Carbo Ramen 130 gm,111.62,6.0%,6.69,6.0%,6.69,-,-,-,-,-,-,27,PC,1,125.0,Cash
269,,Dunzo,4122010536,0,01/07/2022,440,,Samyang noodles hot pepper jjajang ramen,135,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,135.0,Cash
270,,,4122010537,0,01/07/2022,60,2209,Fruitella Strawberry,53.58,6.0%,3.21,6.0%,3.21,-,-,-,-,-,-,27,PC,1,60.0,Cash
271,,Food Junction Online order,4122010538,0,01/07/2022,860,2005,American Garden Green Olives 212 G,223.22,6.0%,13.39,6.0%,13.39,-,-,-,-,-,-,27,PC,1,250.0,Cash
272,,Food Junction Online order,4122010538,0,01/07/2022,860,2005,American Garden Black Oilves 450 G,190.68,9.0%,17.16,9.0%,17.16,-,-,-,-,-,-,27,PC,1,225.0,Cash
273,,Food Junction Online order,4122010538,0,01/07/2022,860,0406,Amul Cheese Spread Punchy Pepper 200 Gms,80.36,6.0%,4.82,6.0%,4.82,-,-,-,-,-,-,27,PC,1,90.0,Cash
274,,Food Junction Online order,4122010538,0,01/07/2022,860,0710,Mccain Smiles 450 Gms,107.16,6.0%,6.42,6.0%,6.42,-,-,-,-,-,-,27,PC,1,120.0,Cash
275,,Food Junction Online order,4122010538,0,01/07/2022,860,2106,Mccain Masala - Fries 400 Gm,111.62,6.0%,6.69,6.0%,6.69,-,-,-,-,-,-,27,PC,1,125.0,Cash
276,,Food Junction Online order,4122010538,0,01/07/2022,860,07120210,SPT Frozen Green Peas 200 gm,42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
277,,,4122010539,0,01/07/2022,108,220210,Fanta\Orange\Pet 250 Ml- 24,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
278,,,4122010539,0,01/07/2022,108,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
279,,,4122010539,0,01/07/2022,108,,bitter gourd ,17,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,17.0,Cash
280,,,4122010539,0,01/07/2022,108,,Ladyfinger,18,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,18.0,Cash
281,,,4122010539,0,01/07/2022,108,,Zesty vibe,33,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,33.0,Cash
282,,,4122010540,0,01/07/2022,170,2209,Fruitella Strawberry,53.58,6.0%,3.21,6.0%,3.21,-,-,-,-,-,-,27,PC,1,60.0,Cash
283,,,4122010540,0,01/07/2022,170,210690,Ramjee Corn Crackers 80 gm,47.62,2.5%,1.19,2.5%,1.19,-,-,-,-,-,-,27,PC,2,25.0,Cash
284,,,4122010540,0,01/07/2022,170,17049020,Zubi Lollies 30 gm,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
285,,,4122010540,0,01/07/2022,170,17049020,Zubi Lollies Candy Rocks 20 gm,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
286,,,4122010541,0,01/07/2022,699,1905,DM Brown Pizza Base,47.62,2.5%,1.19,2.5%,1.19,-,-,-,-,-,-,27,PC,1,50.0,Cash
287,,,4122010541,0,01/07/2022,699,, Carry Bag Small,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
288,,,4122010541,0,01/07/2022,699,,cheese garlic bread,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
289,,,4122010541,0,01/07/2022,699,1207,Frubee Til sesame Sedds 100 gm,42.86,2.5%,1.07,2.5%,1.07,-,-,-,-,-,-,27,PC,1,45.0,Cash
290,,,4122010541,0,01/07/2022,699,,Shreenath Broccoli,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,100.0,Cash
291,,,4122010541,0,01/07/2022,699,,haribo marshmellows,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
292,,,4122010541,0,01/07/2022,699,,Galaxy Smooth Milk,63.56,9.0%,5.72,9.0%,5.72,-,-,-,-,-,-,27,PC,1,75.0,Cash
293,,,4122010541,0,01/07/2022,699,210690,Gubb Tongue Cleaner Plastic,40.18,6.0%,2.41,6.0%,2.41,-,-,-,-,-,-,27,PC,1,45.0,Cash
294,,,4122010541,0,01/07/2022,699,17049020,Zubi Lollies 30 gm,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
295,,,4122010541,0,01/07/2022,699,,milk  crackers,75,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,75.0,Cash
296,,,4122010542,0,01/07/2022,35,22029030,PB Aamras Drink 250 Ml,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
297,,,4122010543,0,01/07/2022,40,220210,Sprite Soft Drink Bt 750Ml,28.6,14.0%,3.99,14.0%,3.99,-,-,12.0%,3.42,-,-,27,PC,1,40.0,Cash
298,,,4122010544,0,01/07/2022,20,2201,Kinley Packaged Drinking Water 1 Ltr,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
299,,,4122010545,0,01/07/2022,260.5,,Fruit & Vegetables,150,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,150.0,Cash
300,,,4122010545,0,01/07/2022,260.5,21069099,Orbit Sugarfree Chewing Gum 22 G Pouch,42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
301,,,4122010545,0,01/07/2022,260.5,190532,Dukes Wafers - Waffy (Orange Flavor) 75 Gm Pouching,19.08,9.0%,1.71,9.0%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
302,,,4122010545,0,01/07/2022,260.5,,Lemon,18,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,18.0,Cash
303,,,4122010545,0,01/07/2022,260.5,,Cluster Beans,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
304,,,4122010546,0,01/07/2022,2868,,Sweet Potato,45,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,45.0,Cash
305,,,4122010546,0,01/07/2022,2868,,kerla tapicoa,65,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,65.0,Cash
306,,,4122010546,0,01/07/2022,2868,,Murukku,85,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,85.0,Cash
307,,,4122010546,0,01/07/2022,2868,,Shreenath Bean Sprouts Fresh,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
308,,,4122010546,0,01/07/2022,2868,,Campfire Marshmallow,130,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,130.0,Cash
309,,,4122010546,0,01/07/2022,2868,,Haribo,250,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,250.0,Cash
310,,,4122010546,0,01/07/2022,2868,,haribo ,250,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,250.0,Cash
311,,,4122010546,0,01/07/2022,2868,3307,Brut  Deo Sprt Style 200 Ml ,253.4,9.0%,22.8,9.0%,22.8,-,-,-,-,-,-,27,PC,1,299.0,Cash
312,,,4122010546,0,01/07/2022,2868,,"Hershey""S Kisses Milk Chocolate 36gm",42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
313,,,4122010546,0,01/07/2022,2868,,"Hershey""S Kisses Cookies 'N' Creme 33.6gm",42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
314,,,4122010546,0,01/07/2022,2868,09093200,Pro Nature Cumin Powder 250gm,81.92,2.5%,2.04,2.5%,2.04,-,-,-,-,-,-,27,PC,1,86.0,Cash
